,file_path,length,label
350,train-clean-100/441/130108/441-130108-0019.flac,266240,
351,train-clean-100/1355/39947/1355-39947-0008.flac,266240,
352,train-clean-100/1040/133433/1040-133433-0080.flac,266240,
353,train-clean-100/6272/70171/6272-70171-0025.flac,266240,
354,train-clean-100/2007/149877/2007-149877-0032.flac,266240,
355,train-clean-100/8088/284756/8088-284756-0021.flac,266240,
356,train-clean-100/4406/16882/4406-16882-0012.flac,266240,
357,train-clean-100/7859/102521/7859-102521-0006.flac,266240,
358,train-clean-100/7148/59157/7148-59157-0007.flac,266160,
359,train-clean-100/4788/294466/4788-294466-0008.flac,266160,
360,train-clean-100/7178/34644/7178-34644-0000.flac,266160,
361,train-clean-100/7059/77897/7059-77897-0004.flac,266160,
362,train-clean-100/8747/293952/8747-293952-0082.flac,266160,
363,train-clean-100/2893/139322/2893-139322-0043.flac,266160,
364,train-clean-100/3214/167602/3214-167602-0033.flac,266160,
365,train-clean-100/6925/80680/6925-80680-0010.flac,266080,
366,train-clean-100/587/41619/587-41619-0001.flac,266080,
367,train-clean-100/2416/152139/2416-152139-0041.flac,266080,
368,train-clean-100/7447/91187/7447-91187-0020.flac,266000,
369,train-clean-100/19/198/19-198-0034.flac,266000,
370,train-clean-100/2391/145015/2391-145015-0055.flac,266000,
371,train-clean-100/2691/156755/2691-156755-0030.flac,266000,
372,train-clean-100/6147/34605/6147-34605-0030.flac,266000,
373,train-clean-100/7264/92310/7264-92310-0003.flac,266000,
374,train-clean-100/3983/5331/3983-5331-0004.flac,266000,
375,train-clean-100/3259/158083/3259-158083-0019.flac,265920,
376,train-clean-100/7264/92314/7264-92314-0002.flac,265920,
377,train-clean-100/5339/14134/5339-14134-0031.flac,265920,
378,train-clean-100/1898/145702/1898-145702-0006.flac,265920,
379,train-clean-100/8014/280382/8014-280382-0006.flac,265920,
380,train-clean-100/5322/7680/5322-7680-0022.flac,265920,
381,train-clean-100/7226/86965/7226-86965-0005.flac,265920,
382,train-clean-100/5652/39938/5652-39938-0049.flac,265840,
383,train-clean-100/8975/270782/8975-270782-0063.flac,265840,
384,train-clean-100/460/172359/460-172359-0036.flac,265840,
385,train-clean-100/696/93314/696-93314-0023.flac,265840,
386,train-clean-100/4088/158077/4088-158077-0080.flac,265760,
387,train-clean-100/8747/293952/8747-293952-0005.flac,265760,
388,train-clean-100/226/131532/226-131532-0003.flac,265680,
389,train-clean-100/2952/407/2952-407-0002.flac,265680,
390,train-clean-100/6147/34607/6147-34607-0016.flac,265600,
391,train-clean-100/6848/252323/6848-252323-0032.flac,265600,
392,train-clean-100/8088/284756/8088-284756-0056.flac,265600,
393,train-clean-100/40/121026/40-121026-0042.flac,265600,
394,train-clean-100/254/127705/254-127705-0019.flac,265520,
395,train-clean-100/5390/24512/5390-24512-0025.flac,265520,
396,train-clean-100/405/130895/405-130895-0007.flac,265440,
397,train-clean-100/4406/16882/4406-16882-0030.flac,265440,
398,train-clean-100/8014/112586/8014-112586-0016.flac,265440,
399,train-clean-100/1098/133695/1098-133695-0090.flac,265440,
400,train-clean-100/5339/14133/5339-14133-0002.flac,265440,
401,train-clean-100/307/127535/307-127535-0031.flac,265440,
402,train-clean-100/2007/132570/2007-132570-0029.flac,265440,
403,train-clean-100/250/142276/250-142276-0020.flac,265440,
404,train-clean-100/8465/246940/8465-246940-0000.flac,265440,
405,train-clean-100/5789/70653/5789-70653-0000.flac,265440,
406,train-clean-100/5688/15787/5688-15787-0029.flac,265440,
407,train-clean-100/8088/284756/8088-284756-0114.flac,265360,
408,train-clean-100/5750/100289/5750-100289-0048.flac,265360,
409,train-clean-100/2764/36616/2764-36616-0001.flac,265360,
410,train-clean-100/8312/279790/8312-279790-0019.flac,265360,
411,train-clean-100/8238/274553/8238-274553-0038.flac,265360,
412,train-clean-100/1624/142933/1624-142933-0022.flac,265280,
413,train-clean-100/2911/15084/2911-15084-0007.flac,265280,
414,train-clean-100/1841/159771/1841-159771-0029.flac,265280,
415,train-clean-100/1455/138263/1455-138263-0049.flac,265280,
416,train-clean-100/7113/86041/7113-86041-0069.flac,265280,
417,train-clean-100/5022/29405/5022-29405-0029.flac,265280,
418,train-clean-100/5652/39938/5652-39938-0026.flac,265200,
419,train-clean-100/4898/28461/4898-28461-0002.flac,265200,
420,train-clean-100/5022/29411/5022-29411-0014.flac,265200,
421,train-clean-100/8051/118101/8051-118101-0020.flac,265200,
422,train-clean-100/3259/158083/3259-158083-0115.flac,265200,
423,train-clean-100/3168/173564/3168-173564-0017.flac,265200,
424,train-clean-100/4680/16026/4680-16026-0004.flac,265200,
425,train-clean-100/5049/25947/5049-25947-0028.flac,265200,
426,train-clean-100/5390/24512/5390-24512-0045.flac,265120,
427,train-clean-100/200/126784/200-126784-0010.flac,265120,
428,train-clean-100/8063/274116/8063-274116-0003.flac,265120,
429,train-clean-100/1926/147979/1926-147979-0011.flac,265120,
430,train-clean-100/6272/70168/6272-70168-0015.flac,265120,
431,train-clean-100/7447/91186/7447-91186-0022.flac,265120,
432,train-clean-100/198/126831/198-126831-0015.flac,265120,
433,train-clean-100/4214/7146/4214-7146-0064.flac,265040,
434,train-clean-100/412/126975/412-126975-0031.flac,265040,
435,train-clean-100/5750/100289/5750-100289-0009.flac,265040,
436,train-clean-100/405/130894/405-130894-0056.flac,265040,
437,train-clean-100/3235/11599/3235-11599-0009.flac,265040,
438,train-clean-100/5652/39938/5652-39938-0058.flac,264960,
439,train-clean-100/8465/246942/8465-246942-0003.flac,264960,
440,train-clean-100/839/130898/839-130898-0058.flac,264960,
441,train-clean-100/4397/15666/4397-15666-0007.flac,264960,
442,train-clean-100/1578/140049/1578-140049-0035.flac,264880,
443,train-clean-100/2136/5147/2136-5147-0016.flac,264880,
444,train-clean-100/7402/59171/7402-59171-0018.flac,264880,
445,train-clean-100/2836/5355/2836-5355-0009.flac,264880,
446,train-clean-100/7113/86041/7113-86041-0047.flac,264880,
447,train-clean-100/1069/133699/1069-133699-0025.flac,264880,
448,train-clean-100/4267/72637/4267-72637-0015.flac,264880,
449,train-clean-100/7447/91187/7447-91187-0046.flac,264880,
450,train-clean-100/5322/7680/5322-7680-0011.flac,264800,
451,train-clean-100/1743/142912/1743-142912-0028.flac,264800,
452,train-clean-100/248/130644/248-130644-0019.flac,264800,
453,train-clean-100/3486/166446/3486-166446-0005.flac,264800,
454,train-clean-100/4813/248638/4813-248638-0053.flac,264800,
455,train-clean-100/6078/54007/6078-54007-0048.flac,264720,
456,train-clean-100/1737/148989/1737-148989-0004.flac,264720,
